Id,Name,Gender,Email,CompanyEmail,EmpPhone,FaxNumber,CitizenIdentification,RoleID,Role,DepID,Department,Location,University,Birthday,StartDay,OfficialDay,ContractStatus,ContractStartDay,ContractEndDay,BaseSalary,BankName,BankAccountNumber,GrossSalary,NetSalary,ProjectID,ProjectName,ProjectManager,ProjectStartDay,ProjectEndDay,ProjectStatus,Projectbudget,LinkCV,WorkingModel,Effort,WorkingTime,DateCreated,DateModified
266,Lai Ho Phuoc Loc,Female,skisbey7d@alexa.com,skisbey7d@solutiondtk.com,+84 645-882-3563,22431-112,61957-1500,8,Software Engineer,2,Marketing,Ho Chi Minh,Al-Quds University - The Arab University in Jerusalem,1999-06-07,2021-09-28,2021-11-28,1 Year,2021-05-03,2022-04-28,22254306.46,HSBC,0187-0792,15953465.84,13041340.89,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,https://sciencedirect.com/accumsan/felis/ut.js?nec=turpis&euismod=sed&scelerisque=ante&quam=vivamus&turpis=tortor&adipiscing=duis&lorem=mattis&vitae=egestas&mattis=metus,Part time,80,Hybrid,2022-02-01,2021-11-28
270,Nguyễn Minh Tuấn,Male,cdrinkhill7h@tamu.edu,cdrinkhill7h@solutiondtk.com,+84 968-900-9435,42961-007,49999-116,1,Admin,1,Marketing,Hanoi,Universidade Católica de Petrópolis,2000-07-09,2022-04-25,2022-06-25,1 Year,2022-01-01,2022-03-14,24988309.22,HSBC,0071-0530,24562429.49,8546543.54,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://cbslocal.com/sem/praesent/id/massa/id/nisl/venenatis.jsp?placerat=cras&praesent=non&blandit=velit&nam=nec&nulla=nisi&integer=vulputate&pede=nonummy&justo=maecenas&lacinia=tincidunt&eget=lacus&tincidunt=at&eget=velit&tempus=vivamus&vel=vel&pede=nulla&morbi=eget&porttitor=eros&lorem=elementum&id=pellentesque&ligula=quisque&suspendisse=porta&ornare=volutpat&consequat=erat&lectus=quisque&in=erat&est=eros&risus=viverra&auctor=eget&sed=congue&tristique=eget&in=semper&tempus=rutrum&sit=nulla&amet=nunc&sem=purus&fusce=phasellus&consequat=in&nulla=felis&nisl=donec&nunc=semper&nisl=sapien&duis=a&bibendum=libero&felis=nam&sed=dui&interdum=proin,Part time,100,Online,2021-10-28,2021-03-11
271,Trần Đình Long,Male,sclulee7i@sourceforge.net,sclulee7i@solutiondtk.com,+84 262-884-9982,55312-139,0049-0031,2,Project Manager,5,Technology,Ho Chi Minh,Technical University of Liberec,1996-06-22,2021-03-11,2021-05-11,1 Year,2020-06-15,2021-11-24,19683357.44,HSBC,55316-072,25968326,11353980.27,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://1688.com/id.js?et=nulla&tempus=ultrices&semper=aliquet&est=maecenas&quam=leo&pharetra=odio&magna=condimentum&ac=id&consequat=luctus&metus=nec&sapien=molestie&ut=sed&nunc=justo&vestibulum=pellentesque&ante=viverra&ipsum=pede&primis=ac&in=diam&faucibus=cras&orci=pellentesque&luctus=volutpat&et=dui&ultrices=maecenas&posuere=tristique&cubilia=est&curae=et&mauris=tempus&viverra=semper&diam=est&vitae=quam&quam=pharetra&suspendisse=magna&potenti=ac&nullam=consequat&porttitor=metus&lacus=sapien&at=ut&turpis=nunc&donec=vestibulum&posuere=ante&metus=ipsum&vitae=primis&ipsum=in&aliquam=faucibus&non=orci&mauris=luctus&morbi=et&non=ultrices&lectus=posuere&aliquam=cubilia&sit=curae&amet=mauris&diam=viverra&in=diam&magna=vitae&bibendum=quam&imperdiet=suspendisse&nullam=potenti&orci=nullam&pede=porttitor&venenatis=lacus&non=at&sodales=turpis&sed=donec&tincidunt=posuere&eu=metus&felis=vitae&fusce=ipsum&posuere=aliquam&felis=non&sed=mauris&lacus=morbi&morbi=non&sem=lectus&mauris=aliquam&laoreet=sit&ut=amet&rhoncus=diam&aliquet=in&pulvinar=magna&sed=bibendum&nisl=imperdiet&nunc=nullam&rhoncus=orci&dui=pede,Part time,0,Online,2022-11-10,2021-01-11
276,Phan Văn Thanh,Male,rlevens7n@squarespace.com,rlevens7n@solutiondtk.com,+84 242-433-9833,0268-6549,42217-202,9,Sales,8,Sales,Ho Chi Minh,Ecole Supérieure de Commerce de Dijon,1996-12-25,2021-05-25,2021-07-25,1 Year,2020-10-09,2023-03-21,19527189.68,HSBC,44911-0048,25226396.98,11525242.5,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://gmpg.org/ac/nibh/fusce/lacus/purus.html?ipsum=lacus&primis=curabitur&in=at&faucibus=ipsum&orci=ac&luctus=tellus&et=semper&ultrices=interdum&posuere=mauris&cubilia=ullamcorper&curae=purus&mauris=sit&viverra=amet&diam=nulla&vitae=quisque&quam=arcu&suspendisse=libero,Part time,0,Offline,2021-11-24,2022-02-26
280,Lê Bảo Duy,Male,rbutterly7r@weebly.com,rbutterly7r@solutiondtk.com,+84 724-972-5618,52343-060,66078-110,4,HR,4,Technology,Hanoi,Novosibirsk State Technical University,1996-08-20,2021-03-08,2021-05-08,Infinity,2021-01-07,9999-01-01,19347888.72,HSBC,51079-817,21257607.9,8289994.59,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://php.net/platea/dictumst/maecenas/ut/massa.jpg?interdum=luctus&in=rutrum&ante=nulla&vestibulum=tellus&ante=in&ipsum=sagittis&primis=dui&in=vel&faucibus=nisl&orci=duis&luctus=ac&et=nibh&ultrices=fusce&posuere=lacus&cubilia=purus&curae=aliquet&duis=at&faucibus=feugiat&accumsan=non&odio=pretium&curabitur=quis&convallis=lectus&duis=suspendisse&consequat=potenti&dui=in&nec=eleifend&nisi=quam&volutpat=a&eleifend=odio&donec=in&ut=hac&dolor=habitasse&morbi=platea&vel=dictumst&lectus=maecenas&in=ut&quam=massa&fringilla=quis&rhoncus=augue&mauris=luctus&enim=tincidunt&leo=nulla&rhoncus=mollis&sed=molestie&vestibulum=lorem&sit=quisque&amet=ut&cursus=erat&id=curabitur&turpis=gravida&integer=nisi&aliquet=at&massa=nibh&id=in&lobortis=hac&convallis=habitasse&tortor=platea&risus=dictumst&dapibus=aliquam&augue=augue&vel=quam&accumsan=sollicitudin&tellus=vitae&nisi=consectetuer&eu=eget&orci=rutrum&mauris=at&lacinia=lorem&sapien=integer&quis=tincidunt&libero=ante&nullam=vel&sit=ipsum&amet=praesent&turpis=blandit&elementum=lacinia&ligula=erat&vehicula=vestibulum&consequat=sed&morbi=magna&a=at&ipsum=nunc&integer=commodo&a=placerat&nibh=praesent&in=blandit&quis=nam&justo=nulla&maecenas=integer&rhoncus=pede&aliquam=justo&lacus=lacinia&morbi=eget&quis=tincidunt&tortor=eget&id=tempus&nulla=vel&ultrices=pede,Part time,100,Online,2022-11-01,2022-07-25
282,Lê Thành Công,Male,aredmond7t@netvibes.com,aredmond7t@solutiondtk.com,+84 643-527-0458,53645-1340,0615-7568,2,Project Manager,1,Marketing,Hanoi,Pak-AIMS (American Institute of Management Sciences),2000-03-09,2021-02-13,2021-04-13,1 Year,2022-04-10,2023-04-11,18808979.17,HSBC,52533-171,25395748.62,9998958.23,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,http://g.co/arcu/adipiscing.xml?quis=sapien&libero=sapien,Part time,80,Hybrid,2022-03-10,2021-11-30
283,Phạm Thị Hương Giang,Male,bblackater7u@economist.com,bblackater7u@solutiondtk.com,+84 690-768-0738,49999-034,54436-015,3,Accountant,7,Sales,Hanoi,Qom University,1997-10-18,2021-11-26,2022-01-26,1 Year,2021-03-28,2023-02-25,22232282.16,HSBC,41163-029,26472153.36,13293011.14,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://odnoklassniki.ru/nunc.html?sapien=duis&varius=faucibus&ut=accumsan&blandit=odio&non=curabitur&interdum=convallis&in=duis&ante=consequat&vestibulum=dui&ante=nec&ipsum=nisi&primis=volutpat&in=eleifend&faucibus=donec&orci=ut&luctus=dolor&et=morbi&ultrices=vel&posuere=lectus&cubilia=in&curae=quam&duis=fringilla&faucibus=rhoncus&accumsan=mauris&odio=enim&curabitur=leo&convallis=rhoncus&duis=sed&consequat=vestibulum&dui=sit&nec=amet&nisi=cursus&volutpat=id&eleifend=turpis&donec=integer&ut=aliquet&dolor=massa&morbi=id&vel=lobortis&lectus=convallis&in=tortor&quam=risus&fringilla=dapibus&rhoncus=augue&mauris=vel&enim=accumsan&leo=tellus&rhoncus=nisi&sed=eu&vestibulum=orci&sit=mauris&amet=lacinia&cursus=sapien&id=quis&turpis=libero&integer=nullam&aliquet=sit&massa=amet&id=turpis&lobortis=elementum&convallis=ligula&tortor=vehicula&risus=consequat&dapibus=morbi&augue=a&vel=ipsum&accumsan=integer&tellus=a&nisi=nibh&eu=in&orci=quis&mauris=justo&lacinia=maecenas&sapien=rhoncus&quis=aliquam&libero=lacus&nullam=morbi&sit=quis&amet=tortor&turpis=id&elementum=nulla&ligula=ultrices&vehicula=aliquet&consequat=maecenas&morbi=leo&a=odio&ipsum=condimentum&integer=id&a=luctus&nibh=nec&in=molestie&quis=sed&justo=justo&maecenas=pellentesque&rhoncus=viverra&aliquam=pede&lacus=ac&morbi=diam&quis=cras&tortor=pellentesque,Part time,80,Offline,2021-05-12,2022-01-19
284,Ly Hung Phat,Male,sthoumas7v@adobe.com,sthoumas7v@solutiondtk.com,+84 409-219-5087,0280-4095,57955-7301,2,Project Manager,8,Sales,Ho Chi Minh,Universitas Diponegoro,1998-03-04,2021-03-08,2021-05-08,1 Year,2020-10-14,2022-04-20,13305551.82,HSBC,55711-064,20739868.67,7434993.26,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://scribd.com/penatibus/et/magnis/dis/parturient.jsp?id=felis&nisl=fusce&venenatis=posuere&lacinia=felis&aenean=sed&sit=lacus&amet=morbi&justo=sem&morbi=mauris&ut=laoreet&odio=ut&cras=rhoncus&mi=aliquet&pede=pulvinar&malesuada=sed&in=nisl&imperdiet=nunc&et=rhoncus&commodo=dui&vulputate=vel&justo=sem&in=sed&blandit=sagittis&ultrices=nam&enim=congue&lorem=risus&ipsum=semper&dolor=porta&sit=volutpat&amet=quam&consectetuer=pede&adipiscing=lobortis&elit=ligula&proin=sit&interdum=amet&mauris=eleifend&non=pede&ligula=libero&pellentesque=quis&ultrices=orci&phasellus=nullam&id=molestie&sapien=nibh&in=in&sapien=lectus&iaculis=pellentesque&congue=at&vivamus=nulla&metus=suspendisse&arcu=potenti&adipiscing=cras&molestie=in&hendrerit=purus&at=eu&vulputate=magna&vitae=vulputate&nisl=luctus&aenean=cum&lectus=sociis&pellentesque=natoque&eget=penatibus&nunc=et&donec=magnis&quis=dis&orci=parturient&eget=montes&orci=nascetur&vehicula=ridiculus&condimentum=mus&curabitur=vivamus&in=vestibulum&libero=sagittis&ut=sapien&massa=cum,Full time,80,Hybrid,2022-01-19,2021-10-29
286,Lã Minh Hiếu,Male,ejunes7x@biblegateway.com,ejunes7x@solutiondtk.com,+84 636-942-0578,54868-1425,10812-443,4,HR,10,Management,Hanoi,Morehead State University,1999-07-27,2021-03-20,2021-05-20,Infinity,2022-01-06,9999-01-01,13182378.51,HSBC,0904-2613,12833534.15,11195209.18,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,https://netscape.com/risus/praesent/lectus.png?justo=malesuada&in=in&blandit=imperdiet&ultrices=et&enim=commodo&lorem=vulputate&ipsum=justo&dolor=in&sit=blandit&amet=ultrices&consectetuer=enim&adipiscing=lorem&elit=ipsum&proin=dolor&interdum=sit&mauris=amet&non=consectetuer&ligula=adipiscing&pellentesque=elit&ultrices=proin&phasellus=interdum&id=mauris&sapien=non&in=ligula&sapien=pellentesque&iaculis=ultrices&congue=phasellus&vivamus=id&metus=sapien&arcu=in&adipiscing=sapien&molestie=iaculis&hendrerit=congue&at=vivamus&vulputate=metus&vitae=arcu&nisl=adipiscing&aenean=molestie&lectus=hendrerit&pellentesque=at&eget=vulputate&nunc=vitae&donec=nisl&quis=aenean&orci=lectus&eget=pellentesque&orci=eget&vehicula=nunc&condimentum=donec&curabitur=quis&in=orci&libero=eget&ut=orci&massa=vehicula&volutpat=condimentum&convallis=curabitur&morbi=in&odio=libero&odio=ut&elementum=massa&eu=volutpat&interdum=convallis&eu=morbi&tincidunt=odio&in=odio&leo=elementum&maecenas=eu&pulvinar=interdum&lobortis=eu&est=tincidunt&phasellus=in&sit=leo&amet=maecenas&erat=pulvinar&nulla=lobortis&tempus=est&vivamus=phasellus&in=sit&felis=amet&eu=erat&sapien=nulla&cursus=tempus&vestibulum=vivamus&proin=in&eu=felis&mi=eu&nulla=sapien&ac=cursus&enim=vestibulum&in=proin&tempor=eu&turpis=mi&nec=nulla&euismod=ac&scelerisque=enim&quam=in&turpis=tempor&adipiscing=turpis&lorem=nec,Full time,80,Offline,2022-02-22,2022-09-04
295,Huỳnh Thanh Điền,Non-binary,pcrosfield86@guardian.co.uk,pcrosfield86@solutiondtk.com,+84 581-146-1013,52536-500,53808-0217,2,Project Manager,2,Marketing,Ho Chi Minh,Escola Nautica Infante D. Henrique,1998-09-18,2020-04-23,2020-06-23,Probation,2020-10-26,2021-12-16,11759192.7,HSBC,42291-120,21906765.45,9817236.2,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://storify.com/faucibus/orci/luctus/et/ultrices/posuere/cubilia.jpg?nibh=orci&in=eget&hac=orci&habitasse=vehicula&platea=condimentum&dictumst=curabitur&aliquam=in&augue=libero&quam=ut&sollicitudin=massa&vitae=volutpat&consectetuer=convallis&eget=morbi&rutrum=odio&at=odio&lorem=elementum&integer=eu&tincidunt=interdum&ante=eu&vel=tincidunt&ipsum=in&praesent=leo&blandit=maecenas&lacinia=pulvinar&erat=lobortis&vestibulum=est&sed=phasellus&magna=sit&at=amet&nunc=erat&commodo=nulla&placerat=tempus&praesent=vivamus&blandit=in&nam=felis&nulla=eu&integer=sapien&pede=cursus&justo=vestibulum&lacinia=proin&eget=eu&tincidunt=mi&eget=nulla&tempus=ac&vel=enim&pede=in&morbi=tempor,Part time,80,Online,2022-12-02,2022-01-18
303,Lê Hoàn Vũ,Female,rchazotte8e@constantcontact.com,rchazotte8e@solutiondtk.com,+84 532-194-8999,0135-0432,54868-5869,9,Sales,1,Marketing,Hanoi,Katsina University,1995-11-21,2022-02-07,2022-04-07,1 Year,2020-09-12,2022-07-25,20392208.13,HSBC,55289-419,23328181.53,7664452.45,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://ted.com/nunc/commodo/placerat/praesent/blandit/nam/nulla.xml?donec=erat&pharetra=fermentum&magna=justo&vestibulum=nec&aliquet=condimentum&ultrices=neque&erat=sapien&tortor=placerat&sollicitudin=ante&mi=nulla&sit=justo&amet=aliquam&lobortis=quis&sapien=turpis&sapien=eget&non=elit&mi=sodales&integer=scelerisque&ac=mauris&neque=sit&duis=amet&bibendum=eros&morbi=suspendisse&non=accumsan&quam=tortor&nec=quis&dui=turpis&luctus=sed&rutrum=ante&nulla=vivamus&tellus=tortor&in=duis&sagittis=mattis&dui=egestas&vel=metus&nisl=aenean&duis=fermentum&ac=donec&nibh=ut&fusce=mauris&lacus=eget&purus=massa&aliquet=tempor&at=convallis&feugiat=nulla&non=neque&pretium=libero&quis=convallis&lectus=eget&suspendisse=eleifend&potenti=luctus&in=ultricies&eleifend=eu&quam=nibh&a=quisque&odio=id&in=justo&hac=sit&habitasse=amet&platea=sapien&dictumst=dignissim&maecenas=vestibulum&ut=vestibulum&massa=ante&quis=ipsum&augue=primis&luctus=in&tincidunt=faucibus&nulla=orci&mollis=luctus&molestie=et&lorem=ultrices&quisque=posuere&ut=cubilia&erat=curae&curabitur=nulla&gravida=dapibus&nisi=dolor&at=vel&nibh=est&in=donec&hac=odio&habitasse=justo&platea=sollicitudin&dictumst=ut&aliquam=suscipit&augue=a&quam=feugiat&sollicitudin=et&vitae=eros&consectetuer=vestibulum&eget=ac&rutrum=est&at=lacinia&lorem=nisi&integer=venenatis&tincidunt=tristique&ante=fusce,Full time,100,Hybrid,2022-01-13,2022-02-15
307,Trần Trinh Nữ,Male,lfalconer8i@naver.com,lfalconer8i@solutiondtk.com,+84 298-580-0365,52862-008,0378-0152,3,Accountant,2,Marketing,Ho Chi Minh,Kherson State University,1999-03-12,2020-03-21,2020-05-21,Probation,2021-02-23,2022-11-25,23521053.95,HSBC,65862-617,19634372.64,16114801.13,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://sfgate.com/in.png?pede=eu&justo=felis&lacinia=fusce&eget=posuere&tincidunt=felis&eget=sed&tempus=lacus&vel=morbi&pede=sem&morbi=mauris&porttitor=laoreet&lorem=ut&id=rhoncus&ligula=aliquet&suspendisse=pulvinar&ornare=sed&consequat=nisl&lectus=nunc&in=rhoncus&est=dui&risus=vel&auctor=sem&sed=sed&tristique=sagittis&in=nam&tempus=congue&sit=risus&amet=semper&sem=porta&fusce=volutpat&consequat=quam&nulla=pede&nisl=lobortis&nunc=ligula&nisl=sit&duis=amet&bibendum=eleifend&felis=pede&sed=libero&interdum=quis&venenatis=orci&turpis=nullam&enim=molestie&blandit=nibh&mi=in&in=lectus&porttitor=pellentesque&pede=at&justo=nulla&eu=suspendisse&massa=potenti&donec=cras&dapibus=in&duis=purus&at=eu&velit=magna&eu=vulputate&est=luctus&congue=cum&elementum=sociis&in=natoque&hac=penatibus&habitasse=et&platea=magnis&dictumst=dis&morbi=parturient&vestibulum=montes&velit=nascetur&id=ridiculus&pretium=mus&iaculis=vivamus&diam=vestibulum&erat=sagittis&fermentum=sapien&justo=cum&nec=sociis&condimentum=natoque&neque=penatibus&sapien=et&placerat=magnis&ante=dis&nulla=parturient&justo=montes&aliquam=nascetur&quis=ridiculus&turpis=mus&eget=etiam&elit=vel&sodales=augue&scelerisque=vestibulum&mauris=rutrum&sit=rutrum&amet=neque&eros=aenean,Part time,100,Online,2022-01-14,2021-10-26
308,Lao Quảng Siêu,Male,llenchenko8j@uol.com.br,llenchenko8j@solutiondtk.com,+84 227-599-7009,63323-405,55316-253,10,Designer,7,Sales,Hanoi,Universidade Estadual de Santa Cruz,1999-02-20,2020-05-23,2020-07-23,Infinity,2020-04-28,9999-01-01,16143154.06,HSBC,50945-002,26898327.14,15623230.58,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,http://exblog.jp/in/tempus/sit/amet.jpg?faucibus=lobortis&orci=ligula&luctus=sit&et=amet&ultrices=eleifend&posuere=pede&cubilia=libero&curae=quis&nulla=orci&dapibus=nullam&dolor=molestie&vel=nibh&est=in&donec=lectus&odio=pellentesque&justo=at&sollicitudin=nulla&ut=suspendisse&suscipit=potenti&a=cras&feugiat=in&et=purus&eros=eu&vestibulum=magna&ac=vulputate&est=luctus&lacinia=cum&nisi=sociis&venenatis=natoque&tristique=penatibus&fusce=et&congue=magnis&diam=dis&id=parturient&ornare=montes&imperdiet=nascetur&sapien=ridiculus&urna=mus&pretium=vivamus&nisl=vestibulum&ut=sagittis&volutpat=sapien&sapien=cum&arcu=sociis&sed=natoque&augue=penatibus&aliquam=et&erat=magnis&volutpat=dis&in=parturient&congue=montes&etiam=nascetur&justo=ridiculus&etiam=mus&pretium=etiam&iaculis=vel&justo=augue&in=vestibulum&hac=rutrum&habitasse=rutrum&platea=neque&dictumst=aenean&etiam=auctor&faucibus=gravida&cursus=sem&urna=praesent&ut=id&tellus=massa&nulla=id&ut=nisl&erat=venenatis&id=lacinia&mauris=aenean&vulputate=sit&elementum=amet&nullam=justo&varius=morbi&nulla=ut&facilisi=odio&cras=cras&non=mi&velit=pede&nec=malesuada&nisi=in&vulputate=imperdiet&nonummy=et&maecenas=commodo&tincidunt=vulputate&lacus=justo&at=in&velit=blandit&vivamus=ultrices&vel=enim&nulla=lorem&eget=ipsum&eros=dolor,Part time,100,Offline,2021-10-18,2021-07-11
310,Nguyễn Gia Huy,Male,etrengrove8l@zdnet.com,etrengrove8l@solutiondtk.com,+84 270-797-5075,30142-900,36987-2429,10,Designer,5,Technology,Ho Chi Minh,Southwest State University,1996-10-30,2021-01-30,2021-03-30,Infinity,2021-07-16,9999-01-01,19434760.89,HSBC,59779-211,26160159.11,17332117.03,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://diigo.com/at.xml?fermentum=eget&donec=massa&ut=tempor&mauris=convallis&eget=nulla&massa=neque&tempor=libero&convallis=convallis&nulla=eget&neque=eleifend&libero=luctus&convallis=ultricies&eget=eu&eleifend=nibh&luctus=quisque&ultricies=id&eu=justo&nibh=sit&quisque=amet&id=sapien&justo=dignissim&sit=vestibulum&amet=vestibulum&sapien=ante&dignissim=ipsum&vestibulum=primis&vestibulum=in&ante=faucibus&ipsum=orci&primis=luctus&in=et&faucibus=ultrices&orci=posuere&luctus=cubilia&et=curae&ultrices=nulla&posuere=dapibus&cubilia=dolor&curae=vel&nulla=est&dapibus=donec,Full time,80,Offline,2022-09-25,2022-08-26
311,Nguyễn Hoàng Thiên Phước,Male,llottrington8m@indiegogo.com,llottrington8m@solutiondtk.com,+84 549-850-4474,49884-397,0944-2844,8,Software Engineer,9,Sales,Da Nang,Institut National des Sciences Appliquées de Toulouse,1998-09-07,2021-05-27,2021-07-27,1 Year,2021-07-26,2022-08-23,14857286.91,HSBC,49825-130,25442930.96,10251213.83,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://xinhuanet.com/lorem/vitae/mattis/nibh/ligula/nec/sem.jsp?justo=nullam&aliquam=molestie&quis=nibh&turpis=in&eget=lectus&elit=pellentesque&sodales=at&scelerisque=nulla&mauris=suspendisse&sit=potenti&amet=cras&eros=in&suspendisse=purus&accumsan=eu&tortor=magna&quis=vulputate&turpis=luctus&sed=cum&ante=sociis&vivamus=natoque&tortor=penatibus&duis=et&mattis=magnis&egestas=dis&metus=parturient&aenean=montes&fermentum=nascetur&donec=ridiculus&ut=mus&mauris=vivamus&eget=vestibulum&massa=sagittis&tempor=sapien&convallis=cum&nulla=sociis&neque=natoque&libero=penatibus&convallis=et&eget=magnis&eleifend=dis&luctus=parturient&ultricies=montes&eu=nascetur&nibh=ridiculus&quisque=mus&id=etiam&justo=vel&sit=augue&amet=vestibulum&sapien=rutrum&dignissim=rutrum&vestibulum=neque&vestibulum=aenean&ante=auctor,Part time,100,Online,2022-06-03,2022-08-23
312,Hà Minh Đạt,Male,tprescote8n@digg.com,tprescote8n@solutiondtk.com,+84 202-167-2901,0013-2654,49884-984,9,Sales,5,Technology,Ho Chi Minh,Mimar Sinan University,1996-08-29,2020-09-02,2020-11-02,Probation,2021-02-18,2022-01-11,19130592.34,HSBC,50458-925,21092319.46,15246765.43,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://wikispaces.com/eleifend/pede/libero.js?pede=lacus&venenatis=morbi&non=quis&sodales=tortor&sed=id&tincidunt=nulla&eu=ultrices&felis=aliquet&fusce=maecenas&posuere=leo&felis=odio&sed=condimentum&lacus=id&morbi=luctus&sem=nec&mauris=molestie&laoreet=sed&ut=justo&rhoncus=pellentesque&aliquet=viverra&pulvinar=pede&sed=ac&nisl=diam&nunc=cras&rhoncus=pellentesque&dui=volutpat&vel=dui&sem=maecenas&sed=tristique&sagittis=est&nam=et&congue=tempus&risus=semper&semper=est&porta=quam&volutpat=pharetra&quam=magna&pede=ac&lobortis=consequat&ligula=metus&sit=sapien&amet=ut&eleifend=nunc&pede=vestibulum&libero=ante&quis=ipsum&orci=primis&nullam=in&molestie=faucibus&nibh=orci&in=luctus&lectus=et&pellentesque=ultrices&at=posuere&nulla=cubilia&suspendisse=curae&potenti=mauris&cras=viverra&in=diam&purus=vitae&eu=quam&magna=suspendisse&vulputate=potenti&luctus=nullam&cum=porttitor&sociis=lacus&natoque=at&penatibus=turpis&et=donec&magnis=posuere&dis=metus&parturient=vitae&montes=ipsum&nascetur=aliquam&ridiculus=non&mus=mauris&vivamus=morbi&vestibulum=non&sagittis=lectus&sapien=aliquam&cum=sit&sociis=amet&natoque=diam&penatibus=in&et=magna&magnis=bibendum,Full time,100,Online,2021-12-13,2022-05-05
314,Nguyễn Trung Kiên,Female,jsealey8p@phpbb.com,jsealey8p@solutiondtk.com,+84 730-405-2136,60429-325,55681-218,1,Admin,4,Technology,Hanoi,Universidad El Bosque,1998-02-20,2021-12-27,2022-02-27,Probation,2020-06-20,2023-01-28,18228728.53,HSBC,52584-160,18862251.08,13727762.88,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://sun.com/ac/lobortis/vel/dapibus.html?vestibulum=penatibus&aliquet=et&ultrices=magnis&erat=dis&tortor=parturient&sollicitudin=montes&mi=nascetur&sit=ridiculus&amet=mus&lobortis=etiam&sapien=vel&sapien=augue&non=vestibulum&mi=rutrum&integer=rutrum&ac=neque&neque=aenean&duis=auctor&bibendum=gravida&morbi=sem&non=praesent&quam=id&nec=massa&dui=id&luctus=nisl&rutrum=venenatis&nulla=lacinia&tellus=aenean&in=sit&sagittis=amet&dui=justo&vel=morbi&nisl=ut&duis=odio&ac=cras&nibh=mi&fusce=pede&lacus=malesuada&purus=in&aliquet=imperdiet&at=et&feugiat=commodo&non=vulputate,Part time,100,Hybrid,2022-06-25,2021-02-12
318,Ta Thuong Thuong,Female,jyegorkin8t@abc.net.au,jyegorkin8t@solutiondtk.com,+84 939-255-5495,54868-1171,57664-359,8,Software Engineer,10,Management,Hanoi,Karachi Institute of Information Technology,2000-06-20,2022-04-16,2022-06-16,Infinity,2021-01-26,9999-01-01,24662209.95,HSBC,0615-3585,23528477.61,22138149.41,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://google.co.jp/tincidunt/nulla/mollis/molestie/lorem/quisque.jsp?et=nunc&ultrices=purus&posuere=phasellus&cubilia=in&curae=felis&donec=donec&pharetra=semper&magna=sapien&vestibulum=a&aliquet=libero&ultrices=nam&erat=dui&tortor=proin&sollicitudin=leo&mi=odio&sit=porttitor&amet=id&lobortis=consequat&sapien=in&sapien=consequat&non=ut&mi=nulla&integer=sed&ac=accumsan&neque=felis&duis=ut&bibendum=at&morbi=dolor&non=quis&quam=odio&nec=consequat&dui=varius&luctus=integer&rutrum=ac&nulla=leo&tellus=pellentesque&in=ultrices&sagittis=mattis&dui=odio&vel=donec&nisl=vitae&duis=nisi&ac=nam&nibh=ultrices&fusce=libero&lacus=non&purus=mattis&aliquet=pulvinar&at=nulla&feugiat=pede&non=ullamcorper,Part time,100,Offline,2021-11-21,2022-03-18
